Election Type,Date,Region,Province or Territory,Constituency,Candidate,Gender,Occupation,Political Affiliation,Result,Votes
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg North Centre,"Besson, Cliff",Man,Landlord,Canada Party,Defeated,97
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South,"Alcock, Reginald B.",Man,Former MLA,Liberal Party of Canada,Elected,25950
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South,"Hughes, Mark",Man,Minister,Reform Party of Canada,Defeated,14822
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South,"Dobbie, Dorothy I.",Woman,Member of Parliament,Progressive Conservative Party,Defeated,6432
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South,"Loewen, Shirley",Woman,Political party organizer,National Party of Canada,Defeated,2512
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South,"Buss, Rose",Woman,Organizer,New Democratic Party,Defeated,2180
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South,"Lepinsky, Richard",Man,Insurance and real estate,Natural Law Party of Canada,Defeated,197
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South,"Olito, Mike",Man,Industrialist,Independent,Defeated,113
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South,"Kantorovich, Rubin",Man,Electronics technician,Marxist-Leninist Party of Canada,Defeated,68
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South,"Martens, Bill",Man,Lawyer,Canada Party,Defeated,44
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South Centre,"Axworthy, Lloyd",Man,Member of Parliament,Liberal Party of Canada,Elected,25881
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South Centre,"Hannah, Vern A.",Man,Education administrator,Reform Party of Canada,Defeated,5288
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South Centre,"Radcliffe, Mike",Man,Lawyer,Progressive Conservative Party,Defeated,3903
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South Centre,"Penner, Lloyd",Man,Student,New Democratic Party,Defeated,3512
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South Centre,"Loewen, Bill",Man,Businessperson,National Party of Canada,Defeated,3099
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South Centre,"Innes, Elizabeth",Woman,Pharmacist,Natural Law Party of Canada,Defeated,225
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South Centre,"Smith, Clancy",Man,Retired,Libertarian Party of Canada,Defeated,89
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South Centre,"Naylor, Karen",Woman,Union representative,No affiliation to a recognised party,Defeated,76
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg South Centre,"Fulawka, Ben J.",Man,Superintendent,Canada Party,Defeated,54
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg Transcona,"Blaikie, William Alexander (Bill)",Man,Clergyman,New Democratic Party,Elected,16074
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg Transcona,"Miki, Art",Man,School principal,Liberal Party of Canada,Defeated,15855
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg Transcona,"Sterzer, Helen",Woman,Retired,Reform Party of Canada,Defeated,5829
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg Transcona,"Eckstein, Brett",Man,Aerospace consultant,Progressive Conservative Party,Defeated,2112
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg Transcona,"Johnston, Marnie",Woman,Articling student-at-law,National Party of Canada,Defeated,900
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg Transcona,"Scott, Robert",Man,Locomotive engineer,Christian Heritage Party of Canada,Defeated,362
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg Transcona,"Danyluk, Geoff",Man,Drywall contractor,Natural Law Party of Canada,Defeated,150
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg Transcona,"Kalturnyk, Ken",Man,Machinist,Marxist-Leninist Party of Canada,Defeated,42
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg Transcona,"Tataryn, Bill",Man,Retired policeman,Canada Party,Defeated,39
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg--St. James,"Harvard, John",Man,Member of Parliament,Liberal Party of Canada,Elected,21613
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg--St. James,"Blumenschein, Peter",Man,President (Winndell Homes),Reform Party of Canada,Defeated,8246
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg--St. James,"Schioler, Dave",Man,Lawyer,Progressive Conservative Party,Defeated,5094
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg--St. James,"Hutton, John",Man,Social worker,New Democratic Party,Defeated,2596
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg--St. James,"Reid, Paul",Man,Party worker,National Party of Canada,Defeated,1487
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg--St. James,"Decter, Ron",Man,Educational administrator,Natural Law Party of Canada,Defeated,155
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg--St. James,"Pickell, Guy",Man,Broadcaster,Independent,Defeated,58
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg--St. James,"Michalchuk, Glenn",Man,Machinist,Marxist-Leninist Party of Canada,Defeated,45
General,1993-10-25,PRAIRIE,Manitoba,Winnipeg--St. James,"Aasland, Bjarne",Man,"Musician, piano technician",Canada Party,Defeated,38
General,1993-10-25,ATLANTIC,New Brunswick,Acadie--Bathurst,"Young, M. Douglas",Man,"Lawyer, notary public",Liberal Party of Canada,Elected,26843
General,1993-10-25,ATLANTIC,New Brunswick,Acadie--Bathurst,"Gauthier, Luce-AndrÈe",Woman,"Lawyer, notary public",Progressive Conservative Party,Defeated,11162
General,1993-10-25,ATLANTIC,New Brunswick,Acadie--Bathurst,"Gallant, Kim",Woman,Control technologist,New Democratic Party,Defeated,2413
General,1993-10-25,ATLANTIC,New Brunswick,BeausÈjour,"Robichaud, Fernand",Man,Assistant,Liberal Party of Canada,Elected,30117
General,1993-10-25,ATLANTIC,New Brunswick,BeausÈjour,"Hamilton, Ian",Man,Vocational educator,Progressive Conservative Party,Defeated,6004
General,1993-10-25,ATLANTIC,New Brunswick,BeausÈjour,"Bailie, A. David H.",Man,,New Democratic Party,Defeated,2246
General,1993-10-25,ATLANTIC,New Brunswick,BeausÈjour,"Bannister, James George",Man,"Teacher, student",National Party of Canada,Defeated,740
General,1993-10-25,ATLANTIC,New Brunswick,BeausÈjour,"Boudreau Pedersen, Mae",Woman,Retired,Christian Heritage Party of Canada,Defeated,443
General,1993-10-25,ATLANTIC,New Brunswick,Carleton--Charlotte,"Culbert, Harold William",Man,Insurance agent,Liberal Party of Canada,Elected,13970
General,1993-10-25,ATLANTIC,New Brunswick,Carleton--Charlotte,"Thompson, Gregory Francis",Man,Financial planner,Progressive Conservative Party,Defeated,13159
General,1993-10-25,ATLANTIC,New Brunswick,Carleton--Charlotte,"Wyborn, Greg",Man,Engineer,Reform Party of Canada,Defeated,3831
General,1993-10-25,ATLANTIC,New Brunswick,Carleton--Charlotte,"Barteau, Bill",Man,Office employee,New Democratic Party,Defeated,1016
General,1993-10-25,ATLANTIC,New Brunswick,Carleton--Charlotte,"Shelley, Richard",Man,Night watchman,National Party of Canada,Defeated,431
General,1993-10-25,ATLANTIC,New Brunswick,Fredericton--York--Sunbury,"Scott, Andy",Man,Public servant,Liberal Party of Canada,Elected,21771
General,1993-10-25,ATLANTIC,New Brunswick,Fredericton--York--Sunbury,"Bird, John Williston (Bud)",Man,Businessman,Progressive Conservative Party,Defeated,13619
General,1993-10-25,ATLANTIC,New Brunswick,Fredericton--York--Sunbury,"Lamey, Jack",Man,Businessman,Reform Party of Canada,Defeated,7985
General,1993-10-25,ATLANTIC,New Brunswick,Fredericton--York--Sunbury,"Mackenzie, Pauline",Woman,Educator,New Democratic Party,Defeated,2348
General,1993-10-25,ATLANTIC,New Brunswick,Fredericton--York--Sunbury,"Dickie, Neil C.",Man,Editor and businessman,Natural Law Party of Canada,Defeated,383
General,1993-10-25,ATLANTIC,New Brunswick,Fredericton--York--Sunbury,"Gillrie, Steven",Man,Self-employed,Canada Party,Defeated,371
General,1993-10-25,ATLANTIC,New Brunswick,Fredericton--York--Sunbury,"Fraser, Doreen",Woman,Retired Accountant,No affiliation to a recognised party,Defeated,226
General,1993-10-25,ATLANTIC,New Brunswick,Fundy--Royal,"Zed, Paul",Man,"Lawyer, university teacher",Liberal Party of Canada,Elected,21777
General,1993-10-25,ATLANTIC,New Brunswick,Fundy--Royal,"Corbett, Robert Alfred",Man,Businessman,Progressive Conservative Party,Defeated,13274
General,1993-10-25,ATLANTIC,New Brunswick,Fundy--Royal,"McKiel, Dan",Man,Educator,Reform Party of Canada,Defeated,8283
General,1993-10-25,ATLANTIC,New Brunswick,Fundy--Royal,"Connell, Mark",Man,"Geologist, businessman",New Democratic Party,Defeated,2254
General,1993-10-25,ATLANTIC,New Brunswick,Fundy--Royal,"Fraser, Colby",Man,Electrician,Independent,Defeated,1256
General,1993-10-25,ATLANTIC,New Brunswick,Madawaska--Victoria,"Ringuette, Pierrette",Woman,Politician,Liberal Party of Canada,Elected,16059
General,1993-10-25,ATLANTIC,New Brunswick,Madawaska--Victoria,"Valcourt, Bernard",Man,"Lawyer, notary public",Progressive Conservative Party,Defeated,15042
General,1993-10-25,ATLANTIC,New Brunswick,Madawaska--Victoria,"Spikings, Kimberly C.",Woman,Financial consultant,Reform Party of Canada,Defeated,955
General,1993-10-25,ATLANTIC,New Brunswick,Madawaska--Victoria,"Martin, Parise",Woman,Registered auxiliary,New Democratic Party,Defeated,854
General,1993-10-25,ATLANTIC,New Brunswick,Miramichi,"Hubbard, Charles",Man,School principal,Liberal Party of Canada,Elected,18839
General,1993-10-25,ATLANTIC,New Brunswick,Miramichi,"Murphy, Peter",Man,Insurance agent,Progressive Conservative Party,Defeated,7036
General,1993-10-25,ATLANTIC,New Brunswick,Miramichi,"Doyle, Paul D.",Man,Mill worker,Reform Party of Canada,Defeated,3063
General,1993-10-25,ATLANTIC,New Brunswick,Miramichi,"Allison, Gordon E.",Man,Industrial sales,New Democratic Party,Defeated,1570
General,1993-10-25,ATLANTIC,New Brunswick,Miramichi,"Ross, Wilmot F.",Man,Research consultant,Canada Party,Defeated,309
General,1993-10-25,ATLANTIC,New Brunswick,Moncton,"Rideout, George Saunders",Man,Lawyer,Liberal Party of Canada,Elected,33654
General,1993-10-25,ATLANTIC,New Brunswick,Moncton,"LeBlanc, Bernadette",Woman,Retired citizenship judge,Progressive Conservative Party,Defeated,7251
General,1993-10-25,ATLANTIC,New Brunswick,Moncton,"Woodworth, Clyde",Man,Self-employed,Reform Party of Canada,Defeated,6310
General,1993-10-25,ATLANTIC,New Brunswick,Moncton,"Snow, GÈrard",Man,Research director,New Democratic Party,Defeated,2500
General,1993-10-25,ATLANTIC,New Brunswick,Moncton,"Legere, Isaac J.",Man,Insurance broker,Christian Heritage Party of Canada,Defeated,553
General,1993-10-25,ATLANTIC,New Brunswick,Moncton,"Openshaw, Ronald Edwin",Man,Professor of physics,Natural Law Party of Canada,Defeated,491
General,1993-10-25,ATLANTIC,New Brunswick,Restigouche--Chaleur,"Arseneault, Guy H.",Man,Teacher,Liberal Party of Canada,Elected,21004
General,1993-10-25,ATLANTIC,New Brunswick,Restigouche--Chaleur,"MacIntosh, Bruce N.",Man,"Mayor, businessman",Progressive Conservative Party,Defeated,5913
General,1993-10-25,ATLANTIC,New Brunswick,Restigouche--Chaleur,"Quigley, Nancie",Woman,Resident attendant,New Democratic Party,Defeated,2060
General,1993-10-25,ATLANTIC,New Brunswick,Restigouche--Chaleur,"Maltais, Laurent",Man,Social worker,Natural Law Party of Canada,Defeated,804
General,1993-10-25,ATLANTIC,New Brunswick,Saint John,"Wayne, Elsie Eleanore",Woman,Retired,Progressive Conservative Party,Elected,15123
General,1993-10-25,ATLANTIC,New Brunswick,Saint John,"Landers, Pat",Woman,Homemaker,Liberal Party of Canada,Defeated,11735
General,1993-10-25,ATLANTIC,New Brunswick,Saint John,"Boyce, Joe",Man,Businessman,Independent,Defeated,3687
General,1993-10-25,ATLANTIC,New Brunswick,Saint John,"Erbs, John V.",Man,Clerk,Reform Party of Canada,Defeated,2201
General,1993-10-25,ATLANTIC,New Brunswick,Saint John,"Brown, Shirley",Woman,Teacher,New Democratic Party,Defeated,1433
General,1993-10-25,ATLANTIC,New Brunswick,Saint John,"Webb, Jim",Man,Retired,Canada Party,Defeated,359
General,1993-10-25,ATLANTIC,New Brunswick,Saint John,"Collrin, Christopher B.",Man,Human resources consultant,Natural Law Party of Canada,Defeated,226
General,1993-10-25,ATLANTIC,New Brunswick,Saint John,"Hobson, Joy Ann",Woman,Part-time student and writer,National Party of Canada,Defeated,146
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Bonavista--Trinity--Conception,"Mifflin, Fred J.",Man,Politician,Liberal Party of Canada,Elected,26230
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Bonavista--Trinity--Conception,"Brett, Charlie",Man,Self-employed,Progressive Conservative Party,Defeated,7479
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Bonavista--Trinity--Conception,"George, Clem",Man,Claimant services officer,New Democratic Party,Defeated,1003
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Bonavista--Trinity--Conception,"Tobin, Lynn",Woman,Health care professional,Natural Law Party of Canada,Defeated,370
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Burin--St. George's,"Simmons, Roger",Man,Politician,Liberal Party of Canada,Elected,24912
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Burin--St. George's,"Gallant, Paul A.",Man,Businessman,Progressive Conservative Party,Defeated,4935
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Burin--St. George's,"Noseworthy, Mark",Man,Student,New Democratic Party,Defeated,757
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Burin--St. George's,"Rendell, Michael",Man,Systems programmer,Natural Law Party of Canada,Defeated,418
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Gander--Grand Falls,"Baker, George",Man,Title searcher,Liberal Party of Canada,Elected,24202
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Gander--Grand Falls,"Rideout, Tom G.",Man,Politician,Progressive Conservative Party,Defeated,6063
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Gander--Grand Falls,"Whalen, Dennis",Man,Fisherman,New Democratic Party,Defeated,530
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Gander--Grand Falls,"White, Nolan",Man,Systems programmer,Natural Law Party of Canada,Defeated,200
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Humber--St. Barbe--Baie Verte,"Tobin, Brian Vincent",Man,Journalist,Liberal Party of Canada,Elected,26879
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Humber--St. Barbe--Baie Verte,"O'Rourke, Margaret Ann",Woman,Broadcast journalist,Progressive Conservative Party,Defeated,5160
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Humber--St. Barbe--Baie Verte,"Soper, Linda",Woman,Postal clerk,New Democratic Party,Defeated,658
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Labrador,"Rompkey, Bill",Man,Member of Parliament,Liberal Party of Canada,Elected,8721
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Labrador,"Piercey, G. Wayne",Man,Manager,Progressive Conservative Party,Defeated,2141
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,Labrador,"Knight, Barry",Man,Retired teacher,New Democratic Party,Defeated,443
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,St. John's East,"Hickey, Patricia (Bonnie)",Woman,Homemaker,Liberal Party of Canada,Elected,20270
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,St. John's East,"Reid, Ian Angus Ross",Man,Consultant,Progressive Conservative Party,Defeated,19320
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,St. John's East,"Buckingham, Bob",Man,Lawyer,New Democratic Party,Defeated,2937
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,St. John's East,"Barron, J. Leonard",Man,Retired,Reform Party of Canada,Defeated,1362
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,St. John's East,"Vetter, Bill",Man,Professor of electrical engineering,National Party of Canada,Defeated,1235
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,St. John's East,"Rayment, Michael",Man,Computer systems manager,Natural Law Party of Canada,Defeated,389
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,St. John's East,"Tremblett, Bob",Man,Organizer,Christian Heritage Party of Canada,Defeated,349
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,St. John's West,"Payne, Jean",Woman,Businesswoman,Liberal Party of Canada,Elected,24023
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,St. John's West,"Hearn, Loyola",Man,Businessman,Progressive Conservative Party,Defeated,16390
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,St. John's West,"Walsh, Sharon",Woman,Food services worker,New Democratic Party,Defeated,1752
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,St. John's West,"Tucker, Dana",Woman,Management consultant,Reform Party of Canada,Defeated,1030
General,1993-10-25,ATLANTIC,Newfoundland and Labrador,St. John's West,"Harvey, Guy",Man,Educator,Natural Law Party of Canada,Defeated,432
General,1993-10-25,TERRITORIES,Northwest Territories,Nunatsiaq,"Anawak, Jack Iyerak",Man,Businessman,Liberal Party of Canada,Elected,6685
General,1993-10-25,TERRITORIES,Northwest Territories,Nunatsiaq,"Evic-Twerdin, Leena",Woman,Policy advisor,Progressive Conservative Party,Defeated,1970
General,1993-10-25,TERRITORIES,Northwest Territories,Nunatsiaq,"Illnik, Mike",Man,Maintenance co-ordinator,New Democratic Party,Defeated,924
General,1993-10-25,TERRITORIES,Northwest Territories,Western Arctic,"Blondin-Andrew, Ethel Dorothy",Woman,Politician,Liberal Party of Canada,Elected,8867
General,1993-10-25,TERRITORIES,Northwest Territories,Western Arctic,"Grey, Mansell C.",Man,Self-employed contractor,Reform Party of Canada,Defeated,2000
General,1993-10-25,TERRITORIES,Northwest Territories,Western Arctic,"Hanly, Martin",Man,Civil servant,Progressive Conservative Party,Defeated,1893
General,1993-10-25,TERRITORIES,Northwest Territories,Western Arctic,"Schram, Bill",Man,Mill operator,New Democratic Party,Defeated,896
General,1993-10-25,TERRITORIES,Northwest Territories,Western Arctic,"O'Brien, Chris",Man,"Writer, photographer",Green Party of Canada,Defeated,325
